Avatar - Radisson Blu Kaushambi Delhi NCR,Avatar - Radisson Blu Kaushambi Delhi NCR,
The Great Booze Story,The Great Booze Story,
Blue Lagoon a Roof Top Restaurant,Blue Lagoon a Roof Top Restaurant,
Amour,Amour,
TC Bar & Restaurant,TC Bar & Restaurant,
The Kebab Room,The Kebab Room,
Eleven Course,Eleven Course,
Three Dots & A Dash,Three Dots & A Dash,
Take 5,Take 5,
Shravan Restaurant,Shravan Restaurant,
Chao Bella - Crowne Plaza Today New Delhi Okhla,Chao Bella - Crowne Plaza Today New Delhi Okhla,
Pecos Pub,Pecos Pub,
Chang's,Chang's,
Over D Top Bistro,Over D Top Bistro,
Ashray - The Restaurant,Ashray - The Restaurant,
Coffee House,Coffee House,
F Beach House,F Beach House,
Best Brews,Best Brews,
Queen's,Queen's,
GAD,GAD,
Treehouse Kitchen & Culture,Treehouse Kitchen & Culture,
Aromas Of China,Aromas Of China,
Eternia,Eternia,
Carnival Restaurant & Bar,Carnival Restaurant & Bar,
Stun The Sun,Stun The Sun,
MOB,MOB,
Infinity by Post 91,Infinity by Post 91,
Jive Pub & Lounge,Jive Pub & Lounge,
Aqua - The Park Hyderabad,Aqua - The Park Hyderabad,
Dal Tadkaa,Dal Tadkaa,
Yellow Brick Road - Vivanta By Taj Ambassador,Yellow Brick Road - Vivanta By Taj Ambassador,
Spices & Herbs,Spices & Herbs,
Sichuan,Sichuan,
Above N Beyond,Above N Beyond,
Samruddhi Restaurant,Samruddhi Restaurant,
Kebab Gali,Kebab Gali,
Bellagio By The Way,Bellagio By The Way,
What A Comic Show,What A Comic Show,
The Bridge - The Park,The Bridge - The Park,
7th Heaven,7th Heaven,
Uttarkhand,Uttarkhand,
PYC April Rain,PYC April Rain,
Carnival Restaurant,Carnival Restaurant,
Desi Wok,Desi Wok,
Ferringhi Garden,Ferringhi Garden,
The Deck,The Deck,
Fire N Ice,Fire N Ice,
The Oriental Kitchen,The Oriental Kitchen,
The Culinary Court,The Culinary Court,
Chingari - Le Meridien,Chingari - Le Meridien,
The Basil Deck,The Basil Deck,
Camino Pub & Kitchen,Camino Pub & Kitchen,
Monkey Bar,Monkey Bar,
Sauteed Stories,Sauteed Stories,
Tiffin Room - Holiday Inn and Suites,Tiffin Room - Holiday Inn and Suites,
Crystal Chimney,Crystal Chimney,
Gossip,Gossip,
Top In Town,Top In Town,
Nisarg Garden Restaurant,Nisarg Garden Restaurant,
Oceania,Oceania,
Bengaluru Steak House - Park Plaza Bengaluru Hotel,Bengaluru Steak House - Park Plaza Bengaluru Hotel,
Prime Street Cafe,Prime Street Cafe,
The Royal Dine Inn,The Royal Dine Inn,
Coffee,Coffee,
Grappa - Shangri-La's - Eros Hotel,Grappa - Shangri-La's - Eros Hotel,
Empress - Hotel Queens Pearl,Empress - Hotel Queens Pearl,
Garage Inc.,Garage Inc.,
Angeethi,Angeethi,
The Spice Village,The Spice Village,
Uncle's Chinese,Uncle's Chinese,
Zest Coffee Lounge,Zest Coffee Lounge,
The Freak Out Restaurant Cum Cafe,The Freak Out Restaurant Cum Cafe,
The Maori,The Maori,
Latitude - Vivanta By Taj,Latitude - Vivanta By Taj,
RPM Resto Bar,RPM Resto Bar,
Imli Cafe N Restaurant,Imli Cafe N Restaurant,
Tak Heng,Tak Heng,
Cigar Lounge - The Oberoi,Cigar Lounge - The Oberoi,
Gola Northend,Gola Northend,
Grand Darbar,Grand Darbar,
Hadippa,Hadippa,
Brew N Barrel,Brew N Barrel,
Tycoon Food Court,Tycoon Food Court,
Oriental Spice - Pride Plaza Hotel,Oriental Spice - Pride Plaza Hotel,
Erna's Gourmet,Erna's Gourmet,
Chick Quick,Chick Quick,
Amazo,Amazo,
Fish & Fries,Fish & Fries,
Lush Restaurant & Sheesha Lounge,Lush Restaurant & Sheesha Lounge,
Sholay,Sholay,
Beyond Coffee,Beyond Coffee,
Desi Videshi,Desi Videshi,
Fresco,Fresco,
Eat India Company,Eat India Company,
Chill,Chill,
Bean's And Cream Cafe,Bean's And Cream Cafe,
Arabian Nites,Arabian Nites,
262 - The Lounge - Sun N Sand Hotel,262 - The Lounge - Sun N Sand Hotel,
By The Tree Cafe,By The Tree Cafe,
Rendezvous - Monotel,Rendezvous - Monotel,
Eskimos Gelato,Eskimos Gelato,
The Secret Garden at Sakley's,The Secret Garden at Sakley's,
Ujwal Family Restaurant,Ujwal Family Restaurant,
Garden Court,Garden Court,
Vinny's,Vinny's,
Spicy Mirapakaai - The Sahar Pavilion,Spicy Mirapakaai - The Sahar Pavilion,
Grubnomic,Grubnomic,
The CUP n CAKE Factory,The CUP n CAKE Factory,
Relax Xpress,Relax Xpress,
Nando's,Nando's,
Molecule Air Bar,Molecule Air Bar,
Sunny's,Sunny's,
Earth Kitchen,Earth Kitchen,
Mayflower,Mayflower,
The K Factory,The K Factory,
Kuaizi 'n' Kadai,Kuaizi 'n' Kadai,
Impromptu,Impromptu,
Mittran Di Handi,Mittran Di Handi,
The Next Level ,The Next Level ,
Flambos Brewpub,Flambos Brewpub,
4S,4S,
Brickwood,Brickwood,
Flambe,Flambe,
Corner House Ice Creams,Corner House Ice Creams,
Heaven N Hell,Heaven N Hell,
Jade Garden,Jade Garden,
The Bar - Hyatt Regency,The Bar - Hyatt Regency,
Punjab Exotica,Punjab Exotica,
Bhagat Tarachand,Bhagat Tarachand,
Toast,Toast,
Green Lounge,Green Lounge,
Chutney Sauce Murabba,Chutney Sauce Murabba,
Savana Bar And Restaurant,Savana Bar And Restaurant,
Cafe @ Elanza,Cafe @ Elanza,
Hite Bar,Hite Bar,
Choc N Cheese,Choc N Cheese,
The Ugly Duckling - BBQ Backyard,The Ugly Duckling - BBQ Backyard,
Firangi Zaayka,Firangi Zaayka,
Lazeez Affaire,Lazeez Affaire,
Three Tuns,Three Tuns,
Chowmein,Chowmein,
Devdas Bar & Restaurant,Devdas Bar & Restaurant,
The Town House Cafe,The Town House Cafe,
Step ln Restaurant,Step ln Restaurant,
Chopsticks,Chopsticks,
IVY - Park Hotel,IVY - Park Hotel,
Throttle Shrottle,Throttle Shrottle,
Cafe Brown Sugar,Cafe Brown Sugar,
Ego Bar - The Peerless Inn,Ego Bar - The Peerless Inn,
Ek Aur Toast,Ek Aur Toast,
Guzzlers Inn,Guzzlers Inn,
Madras Masala,Madras Masala,
Since 2016,Since 2016,
Cool Joint,Cool Joint,
Nagaland's Kitchen,Nagaland's Kitchen,
Rose Cafe,Rose Cafe,
Rasa,Rasa,
Trishnaa,Trishnaa,
Trident Ghar Ka Khana,Trident Ghar Ka Khana,
24X7 Restaurant & Bar,24X7 Restaurant & Bar,
Shish - Park Plaza,Shish - Park Plaza,
Tyre Patty,Tyre Patty,
Pit Shop,Pit Shop,
Replay Sports Bar,Replay Sports Bar,
Tsui Wong,Tsui Wong,
Gangnam Style,Gangnam Style,
Neptune,Neptune,
Dilli Darbar Tandoori Xpress,Dilli Darbar Tandoori Xpress,
Yuktha,Yuktha,
Cafe Velvet,Cafe Velvet,
Food Mechanic,Food Mechanic,
Olent,Olent,
Royal Paris,Royal Paris,
Capitol - The Ashok Hotel,Capitol - The Ashok Hotel,
Linear Lounge -Double Tree By Hilton Hotel,Linear Lounge -Double Tree By Hilton Hotel,
Bhape Da Hotel,Bhape Da Hotel,
Cafe Goa,Cafe Goa,
Prana,Prana,
Afoozoo - Ginger Hotel,Afoozoo - Ginger Hotel,
Green Valley,Green Valley,
Season 9 Restaurant & Banquet,Season 9 Restaurant & Banquet,
Waterfall Restaurant & Swing Bar,Waterfall Restaurant & Swing Bar,
J1 The Maratha Fine Dine,J1 The Maratha Fine Dine,
The Egg Factory,The Egg Factory,
Bheema's,Bheema's,
Zero Miles,Zero Miles,
My Bar Grill,My Bar Grill,
Dakshin Mandapam - Taj Mahal Hotel,Dakshin Mandapam - Taj Mahal Hotel,
IT Restaurant,IT Restaurant,
Cross Avenue - Radisson Blu Hotel,Cross Avenue - Radisson Blu Hotel, Greater Noida
Dyu Art Cafe,Dyu Art Cafe,
Om Sweets & Snacks,Om Sweets & Snacks,
Don't Tell Mama - The Elite Royale Hotel,Don't Tell Mama - The Elite Royale Hotel,
Rocks Bar & Restaurant,Rocks Bar & Restaurant,
Paprika,Paprika,
Mr & Mrs Idly,Mr & Mrs Idly,
South Cafe - Taste Of Bengaluru,South Cafe - Taste Of Bengaluru,
Silver Screen,Silver Screen,
Jhaaley Jholey Omboley,Jhaaley Jholey Omboley,
X-Tasy - Pride Hotel,X-Tasy - Pride Hotel,
The Buffet Wagon,The Buffet Wagon,
Brahma Garden,Brahma Garden,
Ivy Rossa Restaurant,Ivy Rossa Restaurant,
Nostalgia - The Imperial Hotel,Nostalgia - The Imperial Hotel,
Dynasty Restaurant & Banquet,Dynasty Restaurant & Banquet,
Nunoz,Nunoz,
Whipped,Whipped,
Malini Fish n' Drink,Malini Fish n' Drink,
Priviledge Punjab,Priviledge Punjab,
Deli,Deli,
Felicita,Felicita,
Tasty Stories,Tasty Stories,
Galaxy Roof Top,Galaxy Roof Top,
Baati Chokha,Baati Chokha,
Hydrate,Hydrate,
Melange - The Pllazio Hotel,Melange - The Pllazio Hotel,
Liquor Works,Liquor Works,
Sampan - The Suryaa Hotel New Delhi,Sampan - The Suryaa Hotel New Delhi,
Fresh Roast,Fresh Roast,
House of Ming - The Taj Mahal,House of Ming - The Taj Mahal,
Ming's Court,Ming's Court,
K 335,K 335,
The Bistro,The Bistro,
Melange - Park Plaza Bengaluru Hotel,Melange - Park Plaza Bengaluru Hotel,
Swagat Restaurant,Swagat Restaurant,
All Season,All Season,
Fork You,Fork You,
Juneja Eating Plaza,Juneja Eating Plaza,
Nawab's - The Taste of Lucknow,Nawab's - The Taste of Lucknow,
Sree Nandhini Palace,Sree Nandhini Palace,
Spice - Hotel Park Ornate,Spice - Hotel Park Ornate,
Candle Light,Candle Light,
Hotel Mayur Pearl Bar & Restaurant,Hotel Mayur Pearl Bar & Restaurant,
The Lobby Lounge - The Ritz-Carlton,The Lobby Lounge - The Ritz-Carlton,
Olive Bar & Kitchen,Olive Bar & Kitchen,
Cafe Xtasi,Cafe Xtasi,
Shanghai Kitchen,Shanghai Kitchen,
The Little Door,The Little Door,
Amnesia,Amnesia,
Glass House - Hilton Garden Inn,Glass House - Hilton Garden Inn,
The Grand Restaurant,The Grand Restaurant,
The Deck Lounge Bar,The Deck Lounge Bar,
Obsessive Coffee Disorder,Obsessive Coffee Disorder,
Arirang Korean,Arirang Korean,
Sakura - The Metropolitan Hotel & Spa,Sakura - The Metropolitan Hotel & Spa,
3 Ant's,3 Ant's,
Bhagini Samrudhi,Bhagini Samrudhi,
Branches,Branches,
Wazwaan Restaurant,Wazwaan Restaurant,
Shabari Bar & Restaurant,Shabari Bar & Restaurant,
The Tea Lounge,The Tea Lounge,
The Cafe,The Cafe,
Venky's Veg,Venky's Veg,
Mezz 9,Mezz 9,
Bon Sante,Bon Sante,
Calvin's,Calvin's,
Lounge Bar - The O Hotel,Lounge Bar - The O Hotel,
Roopali,Roopali,
Lazy Pipes Cafe,Lazy Pipes Cafe,
Feast - Le Meridien Hotel,Feast - Le Meridien Hotel,
Wildfire - Crowne Plaza,Wildfire - Crowne Plaza,
Red Ocean,Red Ocean,
Oak Land ,Oak Land ,
Hotel Panchali,Hotel Panchali,
The Terrace Breakfast Lounge,The Terrace Breakfast Lounge,
Lemon Leaf,Lemon Leaf,
Pluck - Pullman New Delhi Aerocity,Pluck - Pullman New Delhi Aerocity,
Latitude,Latitude,
Soul Curry,Soul Curry,
G Bar - The Grand New Delhi,G Bar - The Grand New Delhi,
The Little Donkey - Mexican Grill,The Little Donkey - Mexican Grill,
Waterside Cafe - Hyatt Regency Hotel,Waterside Cafe - Hyatt Regency Hotel,
Yagna - Vedic Village Spa Resort,Yagna - Vedic Village Spa Resort,
AFK,AFK,
China Calling,China Calling,
Vishalla,Vishalla,
New National Restaurant,New National Restaurant,
Pasha,Pasha,
Club Lounge - Crowne Plaza,Club Lounge - Crowne Plaza,
Lord of the Drinks,Lord of the Drinks,
The Lab Club & Lounge,The Lab Club & Lounge,
Maurya Multi Cuisine Family Restaurant & Bar,Maurya Multi Cuisine Family Restaurant & Bar,
Olypub,Olypub,
Polar Bear,Polar Bear,
Chez Nous - Novotel Bangalore Techpark,Chez Nous - Novotel Bangalore Techpark,
Mia Cucina,Mia Cucina,
Shravanya Deluxe Family Restaurant,Shravanya Deluxe Family Restaurant,
Zeppelin - Radisson Blu,Zeppelin - Radisson Blu,
Wimpy,Wimpy,
Cinnamon Spice - Seasons Apartment Hotel,Cinnamon Spice - Seasons Apartment Hotel,
Rasta One Place ,Rasta One Place ,
Upper Deck,Upper Deck,
Everything Stops For T,Everything Stops For T,
Cafe PeterDonuts,Cafe PeterDonuts,
Sherlock's Pub,Sherlock's Pub,
Call It Grey,Call It Grey,
River View Restaurant - ,River View Restaurant - ,
Calypso,Calypso,
Spize Bar-Be-Que,Spize Bar-Be-Que,
Peacock,Peacock,
New Maharani,New Maharani,
Double Roti,Double Roti,
Sunset,Sunset,
Cups & Plates,Cups & Plates,
Skyfall By Masabba,Skyfall By Masabba,
Sutra - The Gastropub,Sutra - The Gastropub,
Coffee Jar,Coffee Jar,
Tung Fong,Tung Fong,
Galaxy,Galaxy,
Alibi,Alibi,
RBG Bar & Grill - Park Inn By Radisson,RBG Bar & Grill - Park Inn By Radisson,
Hotel Yuvraj,Hotel Yuvraj,
The Frat House,The Frat House,
The Square Meal,The Square Meal,
Chocolart - Hyatt Hotel,Chocolart - Hyatt Hotel,
Bhairavee Pure Veg Restaurant,Bhairavee Pure Veg Restaurant,
Delhi Darbar,Delhi Darbar,
Moets Lazy Panda,Moets Lazy Panda,
Klub Trinity,Klub Trinity,
It's Mirchi - Ramee Grand Hotel,It's Mirchi - Ramee Grand Hotel,
Chawla's2,Chawla's2,
Scarlet Bar - Radisson Blu Hotel,Scarlet Bar - Radisson Blu Hotel, Greater Noida
The Promenade Lounge - Taj Bengal,The Promenade Lounge - Taj Bengal,
Scotchman - Royalton Hotel,Scotchman - Royalton Hotel,
Panoramic - The Atrium,Panoramic - The Atrium,
Pepinos,Pepinos,
Dana Choga's Kitchen,Dana Choga's Kitchen,
Flavours,Flavours,
Life Cafe,Life Cafe,
The Hub - Taj Bengal Hotel,The Hub - Taj Bengal Hotel,
Falafel Factory,Falafel Factory,
Bao Cha,Bao Cha,
Tap House Resto Bar,Tap House Resto Bar,
Felix Bar,Felix Bar,
Haveli - The Saltee Hotel,Haveli - The Saltee Hotel,
Thinespo,Thinespo,
Fume Lounge,Fume Lounge,
Nami Kitchen,Nami Kitchen,
The Bistro - Oakwood Premier,The Bistro - Oakwood Premier,
Illusion - Clarks Exotica Hotel,Illusion - Clarks Exotica Hotel,
Cafe RED Garden Kitchen,Cafe RED Garden Kitchen,
Chungwa,Chungwa,
Aqua Spirit - Hotel Daspalla,Aqua Spirit - Hotel Daspalla,
Cafe Tulip,Cafe Tulip,
Nosh - Park Prime,Nosh - Park Prime,
A Ta Maison,A Ta Maison,
Machan - A Family Restaurant,Machan - A Family Restaurant,
Cuba Libre,Cuba Libre,
Dawaat-e-Pirates,Dawaat-e-Pirates,
64/6 - Country Inn & Suites by Carlson,64/6 - Country Inn & Suites by Carlson, Sahibabad
Red Onion,Red Onion,
London Cafe,London Cafe,
The Cinnamon Kitchen,The Cinnamon Kitchen,
Eighty Eight - Hyatt Pune,Eighty Eight - Hyatt Pune,
N Grill,N Grill,
The Orchard,The Orchard,
Taste Of Mumbai - Bombay Street Cafe,Taste Of Mumbai - Bombay Street Cafe,
The Studio Bar,The Studio Bar,
Sudit Su's,Sudit Su's,
Blue Coriander,Blue Coriander,
Club Patio,Club Patio,
Enigmaa,Enigmaa,
Cable Car,Cable Car,
Tres,Tres,
Madras Coffee House,Madras Coffee House,
Zion Lounge,Zion Lounge,
Chinese Room,Chinese Room,
Zara - The Tapas Bar & Restaurant,Zara - The Tapas Bar & Restaurant,
Swagath,Swagath,
Wise Owl,Wise Owl, The Coffee Shop
Flavors - Seasons Apartment Hotel ,Flavors - Seasons Apartment Hotel ,
The Anchorage Bar,The Anchorage Bar,
Jamaycafe,Jamaycafe,
Cherry Bar - The Leela Ambience Convention Hotel,Cherry Bar - The Leela Ambience Convention Hotel,
The Veg Kitchen,The Veg Kitchen,
AB's - Absolute Barbecue,AB's - Absolute Barbecue,
Mangio,Mangio,
Vivanta By Taj,Vivanta By Taj,
Naushi Singh's Kitchenette,Naushi Singh's Kitchenette,
Bistro Y,Bistro Y,
Cafe Tangerine & Salt,Cafe Tangerine & Salt,
World Cafe,World Cafe,
Salt Edition 1,Salt Edition 1,
Bawarchi Restaurant,Bawarchi Restaurant,
Green Mint Foods,Green Mint Foods,
Concept,Concept,
T' Pot Cafe,T' Pot Cafe,
Zyka,Zyka,
Khan-E-Kahas,Khan-E-Kahas,
SMOKE - The Sizzler House,SMOKE - The Sizzler House,
Amma's Pastries,Amma's Pastries,
Artusi Ristorante E Bar,Artusi Ristorante E Bar,
The Noodle Wok,The Noodle Wok,
Masala Kitchen - The Cloud Hotel,Masala Kitchen - The Cloud Hotel,
Diva Spiced,Diva Spiced,
Tamarind,Tamarind,
Cascade Coffee Shop,Cascade Coffee Shop,
Sea Route,Sea Route,
Desi Galli,Desi Galli,
Zerzura,Zerzura,
440 Restaurant,440 Restaurant,
Caravan Resto Bar,Caravan Resto Bar,
Noha by Four Seasons,Noha by Four Seasons,
Oh Charlie,Oh Charlie,
Silver Chimney,Silver Chimney,
The Lounge - Chancery Pavilion,The Lounge - Chancery Pavilion,
Magnum Opus,Magnum Opus,
Le Sarah,Le Sarah,
Chungs Dumpling House,Chungs Dumpling House,
Bistro - Royalton Hotel,Bistro - Royalton Hotel,
Nirula's Ice Cream,Nirula's Ice Cream,
Sigree Global Grill,Sigree Global Grill,
Amici Cafe,Amici Cafe,
Deori - Hyatt Hyderabad,Deori - Hyatt Hyderabad,
Fill Up,Fill Up,
La Baguette,La Baguette,
Cafe Ground Zero,Cafe Ground Zero,
Trincas: The Other Room,Trincas: The Other Room,
Happy Singh Da Kitchen,Happy Singh Da Kitchen,
Smoke Sizzling House,Smoke Sizzling House,
Horn Ok Please,Horn Ok Please,
Cafe Noir,Cafe Noir,
Ion Club & Lounge,Ion Club & Lounge,
Watson's,Watson's,
Cafe Pluck - Pullman New Delhi Aerocity,Cafe Pluck - Pullman New Delhi Aerocity,
Kebab-e-Que,Kebab-e-Que,
Mirchi,Mirchi,
Kewpie's,Kewpie's,
Theos Patisserie  Chocolatier,Theos Patisserie  Chocolatier,
Hakka,Hakka,
Tangy Affair,Tangy Affair,
House Of Curries,House Of Curries,
Sky Nite Resto,Sky Nite Resto,
Tawak,Tawak,
Indian Grill Room,Indian Grill Room,
Masala House,Masala House,
Sanjeevini,Sanjeevini,
Andhra Biryani House,Andhra Biryani House,
Mahabelly,Mahabelly,
Seven - 11,Seven - 11,
The Euro Kitchen,The Euro Kitchen,
Shebestan - Sterlings MAC Hotel,Shebestan - Sterlings MAC Hotel,
Spago,Spago,
Angaar,Angaar,
Indian Ties - The E-Square Hotel,Indian Ties - The E-Square Hotel,
Tomatina,Tomatina,
Dadu's Purani Dilli,Dadu's Purani Dilli,
Jamavar - The Leela Palace,Jamavar - The Leela Palace,
Four Season,Four Season,
Amazing Blue Pub,Amazing Blue Pub,
Bashree,Bashree,
Fine Flavors - Panchvati Comforts,Fine Flavors - Panchvati Comforts,
Mitraz,Mitraz,
Bavdhan Chaupati,Bavdhan Chaupati,
Spirit O Soul,Spirit O Soul,
Dilmah T Bar - Radisson Blu Plaza,Dilmah T Bar - Radisson Blu Plaza,
Bon Aroma ,Bon Aroma ,
Kabul Kaboora Restaurant,Kabul Kaboora Restaurant,
Samaikya,Samaikya,
Zouq,Zouq,
Kamat Hotel,Kamat Hotel,
Rocks,Rocks,
Wazwan,Wazwan,
Les Parisiennes Cafe,Les Parisiennes Cafe,
Jalpaan Dining Saga,Jalpaan Dining Saga,
Terrace Grill ,Terrace Grill ,
Ayati,Ayati,
Hotel Shree Inn,Hotel Shree Inn,
Reflexion,Reflexion,
Sam's Pitstop,Sam's Pitstop,
Dosa Factory,Dosa Factory,
Up & Above,Up & Above,
Oriental Connexions - The E-Square Hotel,Oriental Connexions - The E-Square Hotel,
Gharonda Veg Restaurant,Gharonda Veg Restaurant,
Shiv Sagar,Shiv Sagar,
Elfin Bar & Restaurant,Elfin Bar & Restaurant,
Chug It,Chug It,
Butterfly High,Butterfly High,
Red Sun,Red Sun,
Coriander Leaf,Coriander Leaf,
Shekaza Restaurant,Shekaza Restaurant,
Hamfoo's,Hamfoo's,
Nawaabi,Nawaabi,
38 Barracks,38 Barracks,
Great Plates by AJ,Great Plates by AJ,
The Arab Knights,The Arab Knights,
Delhi 'O' Delhi,Delhi 'O' Delhi,
Lavana - Hyatt Regency,Lavana - Hyatt Regency,
Sonargaon - Taj Bengal Hotel,Sonargaon - Taj Bengal Hotel,
The Baking Company,The Baking Company,
Strona Bar - Hotel Marks Grandeur,Strona Bar - Hotel Marks Grandeur,
